weblink (doi, website)	Paper_name / source	City	Infra-urban territorial unit	Category	Sub-category	Year	Year (end)	Indicator	Value	Unit	Per capita / total	OBS
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1896		Population	1522.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1897		Population	1554.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1898		Population	1585.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1899		Population	1617.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1900		Population	1648.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1901		Population	1686.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1902		Population	1725.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1903		Population	1763.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1904		Population	1801.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1905		Population	1840.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1906		Population	1878.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1907		Population	1916.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1908		Population	1955.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1909		Population	1993.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1910		Population	2031.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1911		Population	2019.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1912		Population	2006.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1913		Population	1993.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1914		Population	1981.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1915		Population	1968.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1916		Population	1955.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1917		Population	1942.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1918		Population	1930.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1919		Population	1917.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1920		Population	1904.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1921		Population	1891.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1922		Population	1879.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1923		Population	1866.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1924		Population	1872.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1925		Population	1879.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1926		Population	1885.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1927		Population	1891.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1928		Population	1898.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1929		Population	1904.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1930		Population	1910.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1931		Population	1917.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1932		Population	1923.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1933		Population	1930.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1934		Population	1936.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1935		Population	1903.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1936		Population	1870.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1937		Population	1837.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1938		Population	1804.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1939		Population	1771.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1940		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1941		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1942		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1943		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1944		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1945		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1946		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1947		Population		1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1948		Population	1600.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1949		Population	1600.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1950		Population	1600.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1951		Population	1616.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1952		Population	1617.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1953		Population	1618.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1954		Population	1620.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1955		Population	1621.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1956		Population	1622.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1957		Population	1623.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1958		Population	1624.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1959		Population	1625.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1960		Population	1626.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1961		Population	1628.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1962		Population	1627.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1963		Population	1626.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1964		Population	1625.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1965		Population	1624.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1966		Population	1624.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1967		Population	1623.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1968		Population	1622.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1969		Population	1621.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1970		Population	1621.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1971		Population	1620.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1972		Population	1611.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1973		Population	1602.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1974		Population	1593.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1975		Population	1584.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1976		Population	1576.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1977		Population	1567.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1978		Population	1558.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1979		Population	1549.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1980		Population	1540.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1981		Population	1531.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1982		Population	1532.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1983		Population	1533.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1984		Population	1534.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1985		Population	1535.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1986		Population	1536.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1987		Population	1536.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1988		Population	1537.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1989		Population	1538.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1990		Population	1539.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1991		Population	1540.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1992		Population	1549.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1993		Population	1559.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1994		Population	1569.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1995		Population	1578.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1996		Population	1588.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1997		Population	1597.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1998		Population	1607.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	1999		Population	1608.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2000		Population	1615.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2001		Population	1563.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2002		Population	1574.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2003		Population	1590.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2004		Population	1610.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2005		Population	1632.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2006		Population	1652.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2007		Population	1661.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2008		Population	1675.00	1000 inhabitants		
10.1007/978-94-007-1177-8_11	A City and Its Hinterland: Vienna’s Energy Metabolism 1800–2006	Vienna		Urban Characteristics	demography	2009		Population	1687.00	1000 inhabitants		
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2001		Solid waste disposal - land	3207.00	Kt	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2006		Solid waste disposal - land	2692.00	Kt	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2011		Solid waste disposal - land	1696.00	Kt	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2001		Waste incineration	886.00	Kt	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2006		Waste incineration	767.00	Kt	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2011		Waste incineration	896.00	Kt	total	
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2001		Total solid waste disposal	4093.00	Kt	total	calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2006		Total solid waste disposal	3459.00	Kt	total	calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	London		Waste	final disposal	2011		Total solid waste disposal	2592.00	Kt	total	calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Waste	final disposal	2002		Solid waste disposal - land	1215.00	Kt		indicated as 2001 in the publication
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Waste	final disposal	2010		Solid waste disposal - land	2635.00	Kt		indicated as 2011 in the publication
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Waste	final disposal	2002		Waste incineration	3536.00	Kt		indicated as 2001 in the publication
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Waste	final disposal	2010		Waste incineration	3898.00	Kt		indicated as 2011 in the publication
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Waste	final disposal	2002		Total solid waste disposal	4751.00	Kt		indicated as 2001 in the publication. calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Paris		Waste	final disposal	2010		Total solid waste disposal	6533.00	Kt		indicated as 2011 in the publication.calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Moscow		Waste	final disposal	2011		Solid waste disposal - land	4003.20	Kt		calculated. assuming 400 kg/person/year, 13% incinerated
10.1073/pnas.1504315112	Energy and material flows of megacities	Moscow		Waste	final disposal	2011		Waste incineration	598.20	Kt		calculated. assuming 400 kg/person/year, 13% incinerated
10.1073/pnas.1504315112	Energy and material flows of megacities	New York		Waste	final disposal	2006		Total solid waste disposal	40214.71	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	New York		Waste	final disposal	2010		Total solid waste disposal	33203.38	Kt		indicated as 2011 in the publication.
10.1073/pnas.1504315112	Energy and material flows of megacities	Los Angeles		Waste	final disposal	2011		Solid waste disposal - land	516.68	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Los Angeles		Waste	final disposal	2011		Waste incineration	5592.65	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Los Angeles		Waste	final disposal	2011		Total solid waste disposal	6109.33	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2001		Solid waste disposal - land	4380.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2006		Solid waste disposal - land	4836.25	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2011		Solid waste disposal - land	4622.36	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2001		Waste incineration	0.00	Kt		not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2006		Waste incineration	0.00	Kt		not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2011		Waste incineration	0.00	Kt		not sure
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2001		Total solid waste disposal	4380.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2006		Total solid waste disposal	4836.25	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Mexico City		Waste	final disposal	2011		Total solid waste disposal	4622.36	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Lagos		Waste	final disposal	2006		Solid waste disposal - land	3966.13	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Lagos		Waste	final disposal	2011		Solid waste disposal - land	2536.31	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Lagos		Waste	final disposal	2006		Total solid waste disposal	3966.13	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Lagos		Waste	final disposal	2011		Total solid waste disposal	2536.31	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Sao Paulo		Waste	final disposal	2006		Solid waste disposal - land	4496.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Sao Paulo		Waste	final disposal	2010		Solid waste disposal - land	5836.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Sao Paulo		Waste	final disposal	2006		Total solid waste disposal	4496.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Sao Paulo		Waste	final disposal	2010		Total solid waste disposal	5836.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2006		Solid waste disposal - land	4041.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2010		Solid waste disposal - land	3629.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2001		Waste incineration	0.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2006		Waste incineration	0.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2010		Waste incineration	0.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2006		Total solid waste disposal	4041.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Rio de Janeiro		Waste	final disposal	2010		Total solid waste disposal	3629.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Buenos Aires		Waste	final disposal	2001		Solid waste disposal - land	4527.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Buenos Aires		Waste	final disposal	2006		Solid waste disposal - land	4081.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Buenos Aires		Waste	final disposal	2011		Solid waste disposal - land	4531.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Buenos Aires		Waste	final disposal	2001		Total solid waste disposal	4527.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Buenos Aires		Waste	final disposal	2006		Total solid waste disposal	4081.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Buenos Aires		Waste	final disposal	2011		Total solid waste disposal	4531.00	Kt		calculated
10.1073/pnas.1504315112	Energy and material flows of megacities	Cairo		Waste	final disposal	2001		Solid waste disposal - land	3776.93	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Cairo		Waste	final disposal	2006		Solid waste disposal - land	4662.88	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Cairo		Waste	final disposal	2011		Solid waste disposal - land	6535.37	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Cairo		Waste	final disposal	2001		Waste incineration	2111.24	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Cairo		Waste	final disposal	2006		Waste incineration	2872.00	Kt		
10.1073/pnas.1504315112	Energy and material flows of megacities	Cairo		Waste	final disposal	2011		Waste incineration	3025.32	Kt		
